дэн4ик тв,#9PPQG89UQ,0.5165719875098754,0.7747694334650855
Kijiji,#UCQQRU0C,0.42807596280940385,0.7874655647382919
chicken nuggets,#PCJ982Y,0.4940504201680672,0.7801620859760394
[БАН]богбан,#2CV2LG2RU,0.3717704274779629,0.8418939393939393
(;-;),#922RRGPR,0.5321154534999906,0.7836700336700336
ЧИТЕР777,#8C0Q0YQGJ,0.45520738685199286,0.7898268398268397
honeybadger,#CGJCPJRC,0.3639438055198453,0.8590909090909089
RuveerKaul_YT,#2J0LVYJVJ,0.5053554904868743,0.760966810966811
DHANUR,#8CJ8GUC,0.5245119417151946,0.7535227272727272
NOT JOE BIDEN,#P8VLL02QR,0.4168203821086405,0.7934090909090908
Cinnabun|YT,#Q8P2CPRJ,0.48194511857863664,0.8106060606060606
Super Man,#9UPJ8LQGR,0.4998754885720163,0.7725108225108225
kinglady,#2GJUUPRGU,0.5005711395760487,0.7519732205778716
Strahl,#LY0JVGUP,0.39894460272939924,0.7323691460055095
ziglo,#UUQGY20R,0.44672027820039123,0.7244107744107743
☄T.W.I.C.E☄,#9QPYYJ0CL,0.495882089126269,0.7463354474982381
pro killer,#29UGRLUR8,0.5538068334678504,0.8005439005439003
JoRo.,#9PU9L0LQR,0.5363630639423228,0.7658508158508157
WolvesKing,#G2PLCQCV,0.53068239815065,0.7147907647907649
oela boegla,#GQUVJ92,0.5913823703411556,0.7621212121212121
MASTERKILLER,#PYYLCCVRU,0.5323801162255947,0.7984326018808776
好感唔代表鍾意,#PR2009089,0.5142724659185756,0.7634135472370766
SuperakaayKT,#VR8GU2CC,0.5100459654540884,0.7654269972451789
master kurt,#9LLRR9CRG,0.45754291165417144,0.8702356902356903
Bleepy,#VJPJRPLQ,0.5078277447572054,0.8127066115702478
KARTIK,#2PGY028QQ,0.43604876160990713,0.9004611330698287
Angel Gabriel,#8LQCU9L8C,0.4876817933990135,0.840254820936639
THICC,#YR0P9QJ8P,0.504566068211468,0.807142857142857
ᴿᴱᴹᴵ,#9QR98GL8U,0.4884162515982519,0.8562015503875969
